,E,Eg,a,alpha,b,beta,c,gamma,id,x_Al,x_Ga,x_In,avg_rs_max,avg_electronegativity,avg_rp_max,avg_LUMO,avg_IP,avg_rd_max,avg_EA,avg_HOMO,avg_mass,x_Al_avg,x_Ga_avg,x_In_avg,a_avg,b_avg,c_avg,avg_rs_max_avg,avg_electronegativity_avg,avg_rp_max_avg,avg_LUMO_avg,avg_IP_avg,avg_rd_max_avg,avg_EA_avg,avg_HOMO_avg,avg_mass_avg,vol_avg,alpha_r,beta_r,gamma_r,vol,atomic_density,atomic_density_avg,Al_0_0,Al_1_0,Al_2_0,Al_3_0,Al_4_0,Al_5_0,Ga_0_0,Ga_1_0,Ga_2_0,Ga_3_0,Ga_4_0,Ga_5_0,In_0_0,In_1_0,In_2_0,In_3_0,In_4_0,In_5_0,Natoms_10.0,Natoms_20.0,Natoms_30.0,Natoms_40.0,Natoms_60.0,Natoms_80.0,O_0_0,O_1_0,O_2_0,O_3_0,O_4_0,O_5_0,sg_12,sg_167,sg_194,sg_206,sg_227,sg_33,pca_abc,pca_AlGaInDensity
1300,0.2496,1.8788,10.2574,95.3414,5.9086,94.7241,14.5786,30.2455,1301,0.5625,0.125,0.3125,1.0999999999999999,1.6881249999999999,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,59.7731154625,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.6640213434609217,1.653247425988361,0.5278835589119449,443.12040056224083,0.09026892002545386,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.2660887710436906,-0.12863966572117996
1301,0.2788,1.5425,6.5393,90.0133,6.5389,90.0064,24.2988,119.9934,1302,0.375,0.25,0.375,1.08,1.72375,1.41625,0.431125,-5.698575,2.43375,-0.24032499999999998,-2.7383750000000004,70.605576975,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.571028455585412,1.570908027867024,2.094279910662564,899.8710250063688,0.08890162898559135,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.600455305110964,0.05126161876281593
1302,0.3347,1.8863,5.9632,90.0737,5.9618,88.4597,14.5611,120.0434,1303,0.625,0.125,0.25,1.1025,1.6775000000000002,1.45125,0.41999999999999993,-5.724125000000001,2.69875,-0.25182499999999997,-2.7231249999999996,54.283336625000004,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5720826344536163,1.5439130203264277,2.095152575288561,447.9108483252115,0.08930348561452453,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-4.380699772476207,-0.21700908058849483
1303,0.0717,3.411,4.9566,89.9938,4.9562,90.0075,13.4178,120.0007,1304,0.4167,0.5833,0.0,1.048338,1.72666,1.400839,0.2291746,-5.8022820600000005,2.555865,-0.16985494,-2.7174155000000004,51.91263303462,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.570688116381273,1.570927226488796,2.0944073196979596,285.45757633876985,0.1050944255352227,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.368963910824384,-0.23489484038299246
1304,0.1262,2.2928,10.217,89.9996,8.767000000000001,90.0017,9.3882,90.0014,1305,0.2812,0.625,0.0938,1.038748,1.7509460000000003,1.383432,0.2499226,-5.78111912,2.406504,-0.16894656,-2.7270356000000002,61.93401205432,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707893454778887,1.5708259973921805,1.5708207614044245,840.9239711781233,0.09513345170541525,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.359737624644019,-0.0717260046064311
1305,0.2258,2.7552,9.3488,90.0025,9.3484,90.0031,9.3485,89.99799999999999,1306,0.5938,0.1875,0.2188,1.095111,1.684857,1.444207,0.39495939999999996,-5.73465962,2.67619,-0.24083468999999996,-2.7228678,54.21687852068,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708399600261964,1.5708504320017085,1.5707614202098565,817.0245129978099,0.09791627879861965,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.7757200737013314,-0.21542881222365765
1306,0.0638,0.9781,10.1241,90.0013,10.1241,90.0012,10.1242,89.9981,1307,0.0,0.1875,0.8125,1.07125,1.785625,1.3787500000000001,0.5890625,-5.59005,1.98125,-0.274175,-2.7742500000000003,106.36268749999999,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708190160751725,1.5708172707459205,1.5707631655391086,1037.7041842153521,0.07709326146785374,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8384685810953454,0.6240814728833707
1307,0.0717,1.1192,6.7765,89.9993,6.7761,89.9958,24.7824,119.9877,1308,0.0,0.4688,0.5312,1.04312,1.794064,1.361872,0.43012799999999995,-5.6690390399999995,2.0431359999999996,-0.21667728,-2.7596224,93.677464,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5707841094901327,1.570723022966313,2.0941804268952002,985.6280529880818,0.0811665209380636,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.749718092072774,0.4323360055608395
1308,0.0463,4.5508,9.8062,90.0055,8.4267,90.0024,9.0582,90.0013,1309,0.9375,0.0625,0.0,1.1212499999999999,1.6225,1.489375,0.35312499999999997,-5.7823875000000005,3.050625,-0.24703749999999997,-2.6991875,29.6528799375,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.570892319903756,1.5708382146969444,1.5708190160751725,748.5144388643611,0.1068783657952881,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.273673985523757,-0.616254931915609
1309,0.2152,1.2708,24.4489,89.9999,6.3161,104.9693,6.2554,90.0001,1310,0.3438,0.2188,0.4375,1.0819809999999999,1.728296,1.4148290000000001,0.45902489999999996,-5.68279866,2.390576,-0.24848696999999997,-2.7429902,74.76452037068,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707945814656445,1.8320598985136838,1.5707980721241486,933.188699315272,0.08572757048890549,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.781219181741635,0.1167159472693988
1310,0.3782,1.1229,10.2905,90.9458,5.961,91.0978,14.6799,30.3261,1311,0.4375,0.25,0.3125,1.0825,1.7131250000000002,1.423125,0.4106875,-5.7137375,2.506875,-0.23681249999999998,-2.7329375000000002,65.11579813750001,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5873036508602592,1.5899565513232905,0.5292902942890524,454.59253364121105,0.08799088643099043,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.309339309290409,-0.037105419170888464
1311,0.0454,0.9694,10.1941,90.0007,10.1941,90.0007,10.1943,89.9989,1312,0.0312,0.0625,0.9062,1.084889,1.776393,1.389543,0.6494156,-5.56196538,1.99006,-0.29794031,-2.7777572,109.24758310432,0.32528262987012985,0.2900766233766234,0.38463782467532465,9.608416558441558,9.608161363636363,9.60822564935065,1.0740004577922078,1.7333990503246754,1.408372430194805,0.4247372569805195,-5.697750901136363,2.3843918652597407,-0.23492654123376627,-2.7406082917207795,73.16498399901016,890.8166575026524,1.5708085440996604,1.5708085440996604,1.5707771281731249,1059.388340562221,0.07551527323544427,0.09094864558663471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1.8440889708860395,0.6651021925015886
1312,0.1348,1.7413,10.4633,89.9987,8.9604,90.0007,9.5804,90.0008,1313,0.125,0.625,0.25,1.0325,1.7775,1.36625,0.301,-5.743225000000001,2.22375,-0.177725,-2.7406249999999996,75.654067325,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707736375146206,1.5708085440996604,1.5708102894289124,898.2137865611392,0.08906565585714776,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.4148159919982133,0.14912683702996227
1313,0.1794,2.2364,10.3865,90.0021,8.8882,90.0009,9.5142,90.0007,1314,0.4375,0.25,0.3125,1.0825,1.7131250000000002,1.423125,0.4106875,-5.7137375,2.506875,-0.23681249999999998,-2.7329375000000002,65.11579813750001,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708329787091884,1.5708120347581647,1.5708085440996604,878.3251530941897,0.09108244221194582,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.401493035290054,-0.037106487753597386
1314,0.2595,1.2806,10.8609,90.0021,9.2528,89.9985,9.88,90.0004,1315,0.3125,0.0,0.6875,1.1025,1.7268750000000002,1.424375,0.5928125,-5.6132125,2.305625,-0.29493749999999996,-2.7568124999999997,87.36910581250001,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708329787091884,1.5707701468561168,1.5708033081119046,992.8781059062593,0.08057383834340794,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.510297376537744,0.3100415083497089
1315,0.1621,2.2888,5.7572,90.0142,5.7565,90.0001,13.7173,120.0034,1316,0.75,0.25,0.0,1.095,1.6600000000000001,1.4575,0.3085,-5.78955,2.8725,-0.21924999999999997,-2.70575,37.666903950000005,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5710441635486798,1.5707980721241486,2.0944544435877632,393.6898300913246,0.10160282776601356,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-3.9611548279945548,-0.47895249350746283
1316,0.2299,1.2347,10.7352,89.9989,9.1688,89.9992,9.7899,90.0002,1317,0.0625,0.4688,0.4688,1.0457290000000001,1.783617,1.368886,0.40976,-5.684755279999999,2.1164549999999998,-0.21319602999999998,-2.7544633000000003,88.1991669625,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707771281731249,1.5707823641608807,1.5707998174534008,963.6091050628353,0.08302121636219216,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.4772627859634597,0.344037750708783
1317,0.1434,3.2729,9.9832,90.0045,8.5676,90.0021,9.1974,90.0012,1318,0.7812,0.125,0.0938,1.1087479999999998,1.6509460000000002,1.468432,0.3689226,-5.76201912,2.881504,-0.24304656,-2.7095356,40.56328135432,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708748666112362,1.5708329787091884,1.5708172707459205,786.6726052494945,0.10169414756044272,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.3125881410784785,-0.4378629908075971
1318,0.18600000000000003,0.9346,5.5035,89.999,9.3773,89.9976,9.9993,90.0,1319,0.0,0.3125,0.6875,1.05875,1.7893750000000002,1.3712499999999999,0.5184375,-5.62515,2.00875,-0.24862499999999998,-2.76775,100.7258125,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5707788735023767,1.570754438892849,1.5707963267948966,516.043579389293,0.07751283340708867,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-1.4698605606792834,0.5388771247254376
1319,0.1568,1.8605,24.4169,89.9997,6.2284,104.6682,6.1143,90.0001,1320,0.4062,0.2812,0.3125,1.078019,1.719204,1.417671,0.4032251,-5.71435134,2.4769240000000003,-0.23216303,-2.7337597999999996,66.44663357932001,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707910908071407,1.8268047121359285,1.5707980721241486,899.546540549314,0.08893369758405993,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.851198164960465,-0.014185907788463676
1320,0.2313,1.9569999999999999,9.948,91.1122,5.7317,91.2721,13.9746,29.7978,1321,0.875,0.0625,0.0625,1.11875,1.6331250000000002,1.4825,0.3735625,-5.767225000000001,2.9775,-0.25054999999999994,-2.704625,35.142658775,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.5902078787355776,1.5929986602095163,0.5200697198507663,395.8731625180325,0.10104246457519826,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.0848579273280943,-0.5278844484655852
1321,0.159,1.4087,5.2758,90.0002,5.2752,89.9996,14.0928,120.0004,1322,0.0,0.5833,0.4167,1.03167,1.7974990000000002,1.355002,0.3654355,-5.70119064,2.0683260000000003,-0.19327348,-2.7536684000000005,88.51408649999999,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5707998174534008,1.5707893454778887,2.0944020837102033,339.66705291194006,0.08832178376681595,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.586400546250104,0.3542817224203693
1322,0.1289,2.1762,5.1255,89.9993,5.125,90.0015,13.7709,120.0002,1323,0.0833,0.75,0.1667,1.018332,1.788339,1.3541630000000002,0.24401089999999998,-5.7682085800000005,2.202461,-0.15451853999999998,-2.7377529000000003,73.67997276538,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5707841094901327,1.5708225067336763,2.0943985930516993,313.27243910840707,0.0957632918024384,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.481235684747474,0.12287413415057855
1323,0.1769,3.088,10.0671,90.0044,8.6325,90.0019,9.2623,90.001,1324,0.75,0.0938,0.1562,1.11062,1.655314,1.466872,0.396753,-5.74568904,2.838136,-0.25117727999999995,-2.7138724000000005,44.710742950000004,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708731212819844,1.5708294880506846,1.5708137800874167,804.9331461600071,0.0993871359151327,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.331704893459319,-0.3724819149430227
1324,0.1023,0.9843,5.5351,89.9979,5.5345,89.9993,14.6534,120.0011,1325,0.0,0.0833,0.9167,1.0816700000000001,1.782499,1.3850019999999998,0.6479354999999999,-5.56079064,1.958326,-0.29547348,-2.7796684,111.06158649999999,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5707596748806048,1.5707841094901327,2.094414301014967,388.74792623716684,0.07717082966944919,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.771419359804419,0.6951000551577223
1325,0.0706,3.0042,10.0399,90.0008,8.626,90.0022,9.2491,90.0018,1326,0.4375,0.5625,0.0,1.05125,1.7225000000000001,1.404375,0.234125,-5.8014875,2.575625,-0.1729375,-2.7166875,51.0236106375,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708102894289124,1.5708347240384404,1.5708277427214326,801.0106961264785,0.09987382239321323,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2.3206785405731862,-0.250117945714443
1326,0.1638,3.2013,5.0856,90.0048,8.7112,90.0016,9.3419,90.0008,1327,0.75,0.0,0.25,1.1199999999999999,1.6525,1.4725,0.44975,-5.71935,2.8175,-0.27035,-2.71875,48.94065395,0.40224972170686457,0.26176790352504636,0.3359808905380334,8.910749907235623,8.921999443413728,9.547555287569573,1.0799115807050093,1.7194679424860855,1.4185393320964748,0.4155644439703154,-5.708481991020408,2.4682182337662337,-0.2363877423376623,-2.735388211131726,67.68121382034575,760.385823024777,1.5708801025989922,1.5708242520629283,1.5708102894289124,413.86185078032236,0.09665060919382004,0.09071337255974632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,-1.349118480667296,-0.30854439572149533
1327,0.0395,4.3848,4.8741,89.9879,4.8738,90.0131,13.2515,120.0014,1328,0.75,0.25,0.0,1.095,1.6600000000000001,1.4575,0.3085,-5.78955,2.8725,-0.21924999999999997,-2.70575,37.666903950000005,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.570585141955405,1.571024964926908,2.0944195370027234,272.6162066305474,0.11004481490954182,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.318344983421925,-0.4789617553846897
1328,0.1959,1.865,9.8958,98.3259,5.8174,99.8004,14.5954,31.7301,1329,0.5625,0.125,0.3125,1.0999999999999999,1.6881249999999999,1.444375,0.4404375,-5.7089625,2.6256250000000003,-0.2553375,-2.7285625,59.7731154625,0.4269547325102881,0.292309670781893,0.28073559670781895,8.549607613168725,5.955061522633744,14.56143230452675,1.0778472222222222,1.7161869855967078,1.4194264403292183,0.39023083847736617,-5.723059773662552,2.5038451646090536,-0.2287570473251029,-2.7316548353909464,64.1341025144033,450.78077325527073,1.7161106949866924,1.7418455748073487,0.5537947169870527,435.4415219904277,0.09186078492734856,0.08964366854811766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,-1.544373002163878,-0.12863966572117996
1329,0.2992,3.5439999999999996,6.1149,90.0072,6.1145,90.0037,23.4343,120.0055,1330,0.9375,0.0312,0.0312,1.124271,1.6213830000000002,1.491114,0.37073999999999996,-5.773044720000001,3.043545,-0.25340397,-2.7005367000000002,31.052871637499997,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.57092199050104,1.5708609039772201,2.0944910955020553,758.7677180723882,0.1054341112497986,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.333913549976936,-0.594990864301509
1330,0.1718,3.0433,5.0449,89.9915,5.0446,90.0092,13.6149,120.0014,1331,0.5833,0.1667,0.25,1.096662,1.68584,1.444161,0.4100754,-5.725717940000001,2.659135,-0.24564506,-2.7245844999999997,56.06565556538,0.4368214750542299,0.3233891540130152,0.23978546637744036,5.765269414316704,5.075530585683297,13.676557049891539,1.0751296876355747,1.7154350737527118,1.418641585683297,0.3694417919739696,-5.734158943210412,2.522219164859002,-0.22184866984815615,-2.72916942537961,61.86546515425904,348.4356595074632,1.5706479738084769,1.57095689708608,2.0944195370027234,300.06701035694056,0.09997766820255888,0.09891526459964424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,-4.436204344771625,-0.18648251781654449
1331,0.2578,1.5131,6.4898,90.0111,6.4896,90.0044,24.2252,119.994,1332,0.3125,0.4062,0.2812,1.061771,1.738883,1.399864,0.36324,-5.72671972,2.3947950000000002,-0.21187897,-2.7354117000000002,69.0400350125,0.40187539503386005,0.31602686230248306,0.2820941309255079,6.317795711060948,6.317503160270881,23.61387223476298,1.0744683927765237,1.7211555598194133,1.4152396613995486,0.38502905846501123,-5.723615314130926,2.479713115124153,-0.225317583476298,-2.732593388713319,65.26704132841733,841.7765745239474,1.5709900583418681,1.5708731212819844,2.094290382638076,883.6361654659567,0.09053499972787399,0.09202309636149705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-10.587986145687466,0.03308953481862491
1332,0.1576,1.8893,24.4246,89.9998,6.2898,104.9005,6.2170000000000005,90.0001,1333,0.375,0.2188,0.4062,1.08312,1.722814,1.4181219999999999,0.44875299999999996,-5.68981404,2.4268859999999997,-0.24670228,-2.7399974,72.01254097500001,0.31552373626373625,0.3905197802197801,0.29395450549450547,21.532853186813185,5.489223076923077,6.113952307692308,1.0635668153846154,1.7380730373626372,1.4012736747252748,0.37117868769230766,-5.7235930596043945,2.3950732857142856,-0.2149447048131868,-2.73623689956044,69.49279491734809,744.7297170064376,1.5707928361363925,1.8308591119883115,1.5707980721241486,922.9758261400281,0.08667615958542224,0.08861854994031088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,14.788815420989653,0.07253208370327838
